ds,usd
2019-07-14,62.95626666666667
2019-07-15,62.892133333333334
2019-07-16,62.828
2019-07-17,62.8129
2019-07-18,62.9451
2019-07-19,62.8286
2019-07-20,62.8666
2019-07-21,62.9036
2019-07-22,62.9406
2019-07-23,62.9776
2019-07-24,63.129
2019-07-25,63.1162
2019-07-26,63.1572
2019-07-27,63.1271
2019-07-28,63.2584
2019-07-29,63.3897
2019-07-30,63.521
2019-07-31,63.3791
2019-08-01,63.4172
2019-08-02,63.833999999999996
2019-08-03,64.6423
2019-08-04,64.77973333333334
2019-08-05,64.91716666666666
2019-08-06,65.0546
2019-08-07,65.203
2019-08-08,65.0932
2019-08-09,65.1299
2019-08-10,65.2543
2019-08-11,65.31243333333333
2019-08-12,65.37056666666668
2019-08-13,65.4287
2019-08-14,65.6017
2019-08-15,65.2032
2019-08-16,65.8907
2019-08-17,65.9961
2019-08-18,66.20013333333333
2019-08-19,66.40416666666667
2019-08-20,66.6082
2019-08-21,66.78399999999999
2019-08-22,66.263
2019-08-23,65.6196
2019-08-24,65.6046
2019-08-25,65.72756666666668
2019-08-26,65.85053333333333
2019-08-27,65.9735
2019-08-28,66.2608
2019-08-29,66.4127
2019-08-30,66.7471
2019-08-31,66.4897
2019-09-01,66.5343
2019-09-02,66.5789
2019-09-03,66.6235
2019-09-04,66.9072
2019-09-05,66.5002
2019-09-06,66.0528
2019-09-07,65.9981
2019-09-08,65.85533333333333
2019-09-09,65.71256666666666
2019-09-10,65.5698
2019-09-11,65.4393
2019-09-12,65.4321
2019-09-13,65.1909
2019-09-14,64.4711
2019-09-15,64.25646666666667
2019-09-16,64.04183333333333
2019-09-17,63.8272
2019-09-18,64.1213
2019-09-19,64.429
2019-09-20,64.2199
2019-09-21,63.8487
2019-09-22,63.880900000000004
2019-09-23,63.9131
2019-09-24,63.9453
2019-09-25,63.706
2019-09-26,64.1873
2019-09-27,64.2888
2019-09-28,64.4156
2019-09-29,64.49063333333334
2019-09-30,64.56566666666666
2019-10-01,64.6407
2019-10-02,65.067
2019-10-03,65.4399
2019-10-04,65.1312
2019-10-05,65.03
2019-10-06,64.96196666666667
2019-10-07,64.89393333333334
2019-10-08,64.8259
2019-10-09,64.8672
2019-10-10,65.0976
2019-10-11,64.7416
2019-10-12,64.2237
2019-10-13,64.27086666666666
2019-10-14,64.31803333333333
2019-10-15,64.3652
2019-10-16,64.2548
2019-10-17,64.3455
2019-10-18,64.0144
2019-10-19,63.9542
2019-10-20,63.88966666666666
2019-10-21,63.82513333333333
2019-10-22,63.7606
2019-10-23,63.6336
2019-10-24,63.7997
2019-10-25,63.86
2019-10-26,63.9966
2019-10-27,63.9544
2019-10-28,63.9122
2019-10-29,63.87
2019-10-30,63.832
2019-10-31,63.8734
2019-11-01,63.7748
2019-11-02,64.0316
2019-11-03,64.0316
2019-11-04,64.0316
2019-11-05,64.0316
2019-11-06,63.248000000000005
2019-11-07,63.588
2019-11-08,63.7298
2019-11-09,63.7295
2019-11-10,63.79036666666667
2019-11-11,63.85123333333333
2019-11-12,63.9121
2019-11-13,63.853
2019-11-14,64.2009
2019-11-15,64.2101
2019-11-16,63.8881
2019-11-17,63.843466666666664
2019-11-18,63.798833333333334
2019-11-19,63.7542
2019-11-20,63.773
2019-11-21,64.0213
2019-11-22,63.843
2019-11-23,63.7101
2019-11-24,63.72796666666667
2019-11-25,63.74583333333333
2019-11-26,63.7637
2019-11-27,64.0239
2019-11-28,63.9722
2019-11-29,64.1005
2019-11-30,64.0817
2019-12-01,64.19103333333334
2019-12-02,64.30036666666666
2019-12-03,64.4097
2019-12-04,64.1401
2019-12-05,64.1948
2019-12-06,63.8135
2019-12-07,63.7185
2019-12-08,63.72046666666667
2019-12-09,63.722433333333335
2019-12-10,63.7244
2019-12-11,63.5788
2019-12-12,63.5653
2019-12-13,63.2257
2019-12-14,62.5544
2019-12-15,62.6258
2019-12-16,62.6972
2019-12-17,62.7686
2019-12-18,62.5326
2019-12-19,62.5831
2019-12-20,62.5283
2019-12-21,62.4071
2019-12-22,62.3547
2019-12-23,62.302299999999995
2019-12-24,62.2499
2019-12-25,62.1673
2019-12-26,61.7164
2019-12-27,61.7676
2019-12-28,62.0315
2019-12-29,61.98956666666667
2019-12-30,61.947633333333336
2019-12-31,61.9057
2020-01-01,61.9057
2020-01-02,61.9057
2020-01-03,61.9057
2020-01-04,61.9057
2020-01-05,61.9057
2020-01-06,61.9057
2020-01-07,61.9057
2020-01-08,61.9057
2020-01-09,61.9057
2020-01-10,61.233999999999995
2020-01-11,61.2632
2020-01-12,61.15793333333333
2020-01-13,61.05266666666667
2020-01-14,60.9474
2020-01-15,61.413999999999994
2020-01-16,61.4328
2020-01-17,61.5694
2020-01-18,61.5333
2020-01-19,61.510666666666665
2020-01-20,61.488033333333334
2020-01-21,61.4654
2020-01-22,61.8552
2020-01-23,61.8343
2020-01-24,61.9515
2020-01-25,61.8031
2020-01-26,61.9814
2020-01-27,62.1597
2020-01-28,62.338
2020-01-29,62.8299
2020-01-30,62.3934
2020-01-31,63.0359
2020-02-01,63.1385
2020-02-02,63.39536666666667
2020-02-03,63.652233333333335
2020-02-04,63.9091
2020-02-05,63.4342
2020-02-06,63.1742
2020-02-07,62.7977
2020-02-08,63.472
2020-02-09,63.571600000000004
2020-02-10,63.6712
2020-02-11,63.7708
2020-02-12,63.949
2020-02-13,63.047
2020-02-14,63.6016
2020-02-15,63.4536
2020-02-16,63.405233333333335
2020-02-17,63.35686666666667
2020-02-18,63.3085
2020-02-19,63.7698
2020-02-20,63.6873
2020-02-21,63.7413
2020-02-22,64.3008
2020-02-23,64.3008
2020-02-24,64.3008
2020-02-25,64.3008
2020-02-26,64.9213
2020-02-27,65.5177
2020-02-28,65.6097
2020-02-29,66.9909
2020-03-01,66.76973333333333
2020-03-02,66.54856666666666
2020-03-03,66.3274
2020-03-04,66.4437
2020-03-05,66.0784
2020-03-06,66.1854
2020-03-07,67.5175
2020-03-08,67.5175
2020-03-09,67.5175
2020-03-10,67.5175
2020-03-11,72.0208
2020-03-12,71.472
2020-03-13,74.0274
2020-03-14,73.1882
2020-03-15,73.50086666666667
2020-03-16,73.81353333333333
2020-03-17,74.1262
2020-03-18,73.8896
2020-03-19,77.2131
2020-03-20,80.157
2020-03-21,78.0443
2020-03-22,78.99003333333334
2020-03-23,79.93576666666667
2020-03-24,80.8815
2020-03-25,78.8493
2020-03-26,77.7928
2020-03-27,78.7223
2020-03-28,77.7325
2020-03-29,77.7325
2020-03-30,77.7325
2020-03-31,77.7325
2020-04-01,77.7325
2020-04-02,77.7325
2020-04-03,77.7325
2020-04-04,77.7325
2020-04-05,77.2908
2020-04-06,76.84909999999999
2020-04-07,76.4074
2020-04-08,75.455
2020-04-09,75.7499
2020-04-10,74.605
2020-04-11,73.7515
2020-04-12,73.67583333333333
2020-04-13,73.60016666666667
2020-04-14,73.5245
2020-04-15,73.315
2020-04-16,73.7145
2020-04-17,74.7119
2020-04-18,73.9441
2020-04-19,74.18463333333334
2020-04-20,74.42516666666667
2020-04-21,74.6657
2020-04-22,76.2562
2020-04-23,77.0416
2020-04-24,75.12899999999999
2020-04-25,74.7163
2020-04-26,74.64286666666668
2020-04-27,74.56943333333334
2020-04-28,74.49600000000001
2020-04-29,74.5706
2020-04-30,73.6894
2020-05-01,72.7263
2020-05-02,72.9339
2020-05-03,73.1415
2020-05-04,73.34909999999999
2020-05-05,73.5567
2020-05-06,73.7643
2020-05-07,73.9719
2020-05-08,74.1169
2020-05-09,73.8725
2020-05-10,73.762525
2020-05-11,73.65254999999999
2020-05-12,73.542575
2020-05-13,73.4326
2020-05-14,73.5819
2020-05-15,73.9298
2020-05-16,73.2056
2020-05-17,73.13033333333334
2020-05-18,73.05506666666666
2020-05-19,72.9798
2020-05-20,72.3918
2020-05-21,72.3381
2020-05-22,70.92399999999999
2020-05-23,71.8804
2020-05-24,71.78566666666666
2020-05-25,71.69093333333333
2020-05-26,71.5962
2020-05-27,71.1408
2020-05-28,71.0635
2020-05-29,71.1012
2020-05-30,70.752
2020-05-31,70.40513333333332
2020-06-01,70.05826666666667
2020-06-02,69.7114
2020-06-03,68.9831
2020-06-04,68.3413
2020-06-05,69.0151
2020-06-06,68.6319
2020-06-07,68.52536666666667
2020-06-08,68.41883333333332
2020-06-09,68.3123
2020-06-10,68.6745
2020-06-11,68.6183
2020-06-12,69.1219
2020-06-13,69.440175
2020-06-14,69.75845
2020-06-15,70.076725
2020-06-16,70.395
2020-06-17,69.7524
2020-06-18,69.4822
2020-06-19,69.618
2020-06-20,69.5725
2020-06-21,69.54283333333333
2020-06-22,69.51316666666668
2020-06-23,69.4835
2020-06-24,68.8376
2020-06-25,68.8376
2020-06-26,69.46600000000001
2020-06-27,69.1284
2020-06-28,69.4027
2020-06-29,69.677
2020-06-30,69.9513
2020-07-01,70.4413
2020-07-02,70.4413
2020-07-03,70.5198
2020-07-04,70.4999
2020-07-05,70.78023333333333
2020-07-06,71.06056666666667
2020-07-07,71.3409
2020-07-08,72.1719
2020-07-09,71.2379
2020-07-10,70.88
2020-07-11,71.2298
2020-07-12,71.06916666666666
2020-07-13,70.90853333333334
2020-07-14,70.7479
2020-07-15,71.1275
2020-07-16,70.7998
2020-07-17,71.23100000000001
2020-07-18,71.7139
2020-07-19,71.79686666666666
2020-07-20,71.87983333333334
2020-07-21,71.9628
2020-07-22,70.9668
2020-07-23,70.7881
2020-07-24,70.96300000000001
2020-07-25,71.5974
2020-07-26,71.59326666666666
2020-07-27,71.58913333333332
2020-07-28,71.585
2020-07-29,71.9196
2020-07-30,72.2348
2020-07-31,73.3633
2020-08-01,73.4261
2020-08-02,73.67026666666668
2020-08-03,73.91443333333333
2020-08-04,74.1586
2020-08-05,73.3806
2020-08-06,73.2806
2020-08-07,73.0397
2020-08-08,73.6376
2020-08-09,73.6834
2020-08-10,73.7292
2020-08-11,73.775
2020-08-12,73.1522
2020-08-13,73.2351
2020-08-14,73.6067
2020-08-15,73.2157
2020-08-16,73.133
2020-08-17,73.05030000000001
2020-08-18,72.9676
2020-08-19,73.4321
2020-08-20,73.2392
2020-08-21,73.7711
2020-08-22,74.0999
2020-08-23,74.20606666666667
2020-08-24,74.31223333333334
2020-08-25,74.4184
2020-08-26,74.5126
2020-08-27,75.5379
2020-08-28,75.2354
2020-08-29,74.6382
2020-08-30,74.3601
2020-08-31,74.082
2020-09-01,73.8039
2020-09-02,73.5849
2020-09-03,73.8588
2020-09-04,75.468
2020-09-05,75.1823
2020-09-06,75.31853333333333
2020-09-07,75.45476666666667
2020-09-08,75.59100000000001
2020-09-09,75.9645
2020-09-10,76.0713
2020-09-11,75.5274
2020-09-12,74.8896
2020-09-13,74.83133333333333
2020-09-14,74.77306666666667
2020-09-15,74.7148
2020-09-16,75.1884
2020-09-17,74.9278
2020-09-18,75.1941
2020-09-19,75.0319
2020-09-20,75.3673
2020-09-21,75.7027
2020-09-22,76.0381
2020-09-23,76.2711
2020-09-24,76.3545
2020-09-25,77.178
2020-09-26,76.8195
2020-09-27,77.43676666666667
2020-09-28,78.05403333333334
2020-09-29,78.6713
2020-09-30,79.6845
2020-10-01,78.7847
2020-10-02,77.2774
2020-10-03,78.0915
2020-10-04,78.1037
2020-10-05,78.1159
2020-10-06,78.1281
2020-10-07,78.5119
2020-10-08,78.0921
2020-10-09,77.9157
2020-10-10,77.0284
2020-10-11,77.0269
2020-10-12,77.0254
2020-10-13,77.0239
2020-10-14,77.2855
2020-10-15,77.2759
2020-10-16,77.9461
2020-10-17,77.9644
2020-10-18,77.95096666666666
2020-10-19,77.93753333333333
2020-10-20,77.9241
2020-10-21,77.778
2020-10-22,77.0322
2020-10-23,77.0809
2020-10-24,76.4667
2020-10-25,76.45923333333333
2020-10-26,76.45176666666667
2020-10-27,76.4443
2020-10-28,76.4556
2020-10-29,77.55199999999999
2020-10-30,78.8699
2020-10-31,79.3323
2020-11-01,79.7465
2020-11-02,80.1607
2020-11-03,80.5749
2020-11-04,80.0006
2020-11-05,79.22825
2020-11-06,78.4559
2020-11-07,77.1875
2020-11-08,77.10883333333334
2020-11-09,77.03016666666666
2020-11-10,76.9515
2020-11-11,76.3978
2020-11-12,76.2075
2020-11-13,77.1148
2020-11-14,77.3262
2020-11-15,77.1907
2020-11-16,77.0552
2020-11-17,76.9197
2020-11-18,76.253
2020-11-19,75.9268
2020-11-20,76.2627
2020-11-21,76.012
2020-11-22,75.928
2020-11-23,75.84400000000001
2020-11-24,75.76
2020-11-25,75.8146
2020-11-26,75.4727
2020-11-27,75.4518
2020-11-28,75.8599
2020-11-29,75.97323333333333
2020-11-30,76.08656666666667
2020-12-01,76.1999
2020-12-02,76.3203
2020-12-03,75.6151
2020-12-04,75.1996
2020-12-05,74.2529
2020-12-06,74.25213333333333
2020-12-07,74.25136666666667
2020-12-08,74.2506
2020-12-09,73.6618
2020-12-10,73.3057
2020-12-11,73.7124
2020-12-12,73.1195
2020-12-13,73.0554
2020-12-14,72.9913
2020-12-15,72.9272
2020-12-16,73.4453
2020-12-17,73.4201
2020-12-18,72.9781
2020-12-19,73.3155
2020-12-20,73.7677
2020-12-21,74.2199
2020-12-22,74.6721
2020-12-23,75.3498
2020-12-24,75.4571
2020-12-25,74.8392
2020-12-26,73.6921
2020-12-27,73.70056666666666
2020-12-28,73.70903333333334
2020-12-29,73.7175
2020-12-30,73.6567
2020-12-31,73.8757
2021-01-01,73.8757
2021-01-02,74.06056
2021-01-03,74.24542
2021-01-04,74.43028
2021-01-05,74.61514
2021-01-06,74.8
2021-01-07,74.75261666666667
2021-01-08,74.70523333333333
2021-01-09,74.65785
2021-01-10,74.61046666666667
2021-01-11,74.56308333333332
2021-01-12,74.5157
2021-01-13,74.2663
2021-01-14,73.5264
2021-01-15,73.7961
2021-01-16,73.5453
2021-01-17,73.68803333333334
2021-01-18,73.83076666666666
2021-01-19,73.9735
2021-01-20,73.7243
2021-01-21,73.355
2021-01-22,73.3694
2021-01-23,74.3615
2021-01-24,74.52663333333334
2021-01-25,74.69176666666667
2021-01-26,74.8569
2021-01-27,75.6354
2021-01-28,75.04
2021-01-29,76.1854
2021-01-30,76.2527
2021-01-31,76.00356666666667
2021-02-01,75.75443333333334
2021-02-02,75.5053
2021-02-03,75.9051
2021-02-04,76.0801
2021-02-05,75.7293
2021-02-06,75.1107
2021-02-07,74.82719999999999
2021-02-08,74.5437
2021-02-09,74.2602
2021-02-10,74.1192
2021-02-11,73.8526
2021-02-12,73.7579
2021-02-13,73.9378
2021-02-14,73.72826666666667
2021-02-15,73.51873333333333
2021-02-16,73.3092
2021-02-17,73.2895
2021-02-18,73.7669
2021-02-19,73.7755
2021-02-20,73.9717
2021-02-21,73.9833
2021-02-22,74.22915
2021-02-23,74.475
2021-02-24,74.11410000000001
2021-02-25,73.7532
2021-02-26,73.4747
2021-02-27,74.4373
2021-02-28,74.30646666666667
2021-03-01,74.17563333333332
2021-03-02,74.0448
2021-03-03,74.5755
2021-03-04,73.5187
2021-03-05,73.7864
2021-03-06,74.4275
2021-03-07,74.386625
2021-03-08,74.34575
2021-03-09,74.304875
2021-03-10,74.264
2021-03-11,74.0393
2021-03-12,73.4996
2021-03-13,73.5081
2021-03-14,73.41596666666666
2021-03-15,73.32383333333334
2021-03-16,73.2317
2021-03-17,72.9619
2021-03-18,73.1019
2021-03-19,73.6582
2021-03-20,74.139
2021-03-21,74.2955
2021-03-22,74.452
2021-03-23,74.6085
2021-03-24,75.3585
2021-03-25,76.1535
2021-03-26,76.1741
2021-03-27,75.7576
2021-03-28,75.7813
2021-03-29,75.80499999999999
2021-03-30,75.8287
2021-03-31,75.7023
2021-04-01,75.6373
2021-04-02,75.8073
2021-04-03,76.0734
2021-04-04,76.25066666666667
2021-04-05,76.42793333333333
2021-04-06,76.6052
2021-04-07,76.3802
2021-04-08,77.773
2021-04-09,77.1011
2021-04-10,77.1657
2021-04-11,77.2806
2021-04-12,77.3955
2021-04-13,77.5104
2021-04-14,77.2535
2021-04-15,75.6826
2021-04-16,76.9808
2021-04-17,75.5535
2021-04-18,75.78536666666666
2021-04-19,76.01723333333334
2021-04-20,76.2491
2021-04-21,76.0155
2021-04-22,76.8198
2021-04-23,76.4217
2021-04-24,75.0893
2021-04-25,74.98219999999999
2021-04-26,74.8751
2021-04-27,74.768
2021-04-28,74.9578
2021-04-29,74.939
2021-04-30,74.3823
2021-05-01,74.8451
2021-05-02,74.94800000000001
2021-05-03,75.0509
2021-05-04,75.15379999999999
2021-05-05,75.2567
2021-05-06,74.8617
2021-05-07,74.577
2021-05-08,74.1373
2021-05-09,73.98653333333333
2021-05-10,73.83576666666667
2021-05-11,73.685
2021-05-12,74.1567
2021-05-13,74.04
2021-05-14,74.3566
2021-05-15,73.9968
2021-05-16,73.9491
2021-05-17,73.9014
2021-05-18,73.8537
2021-05-19,73.6992
2021-05-20,73.6778
2021-05-21,73.6007
2021-05-22,73.5803
2021-05-23,73.5624
2021-05-24,73.5445
2021-05-25,73.5266
2021-05-26,73.3963
2021-05-27,73.4737
2021-05-28,73.458
2021-05-29,73.587
2021-05-30,73.49016666666667
2021-05-31,73.39333333333333
2021-06-01,73.2965
2021-06-02,73.2411
2021-06-03,73.4979
2021-06-04,73.2636
2021-06-05,73.2721
2021-06-06,73.15786666666666
2021-06-07,73.04363333333333
2021-06-08,72.9294
2021-06-09,72.8256
2021-06-10,72.0829
2021-06-11,72.1974
2021-06-12,71.6797
2021-06-13,71.717725
2021-06-14,71.75575
2021-06-15,71.793775
2021-06-16,71.8318
2021-06-17,72.0323
2021-06-18,72.5048
2021-06-19,72.2216
2021-06-20,72.54729999999999
2021-06-21,72.873
2021-06-22,73.1987
2021-06-23,73.1661
2021-06-24,72.6671
2021-06-25,72.32600000000001
2021-06-26,72.1694
2021-06-27,72.17216666666667
2021-06-28,72.17493333333333
2021-06-29,72.1777
2021-06-30,72.3723
2021-07-01,72.7234
2021-07-02,72.9086
2021-07-03,73.6175
2021-07-04,73.52966666666667
2021-07-05,73.44183333333334
2021-07-06,73.354
2021-07-07,73.266
2021-07-08,74.058
2021-07-09,75.1952
2021-07-10,74.4675
2021-07-11,74.52286666666667
2021-07-12,74.57823333333333
2021-07-13,74.6336
2021-07-14,74.0589
2021-07-15,74.1236
2021-07-16,74.2197
2021-07-17,74.1656
2021-07-18,74.22583333333333
2021-07-19,74.28606666666667
2021-07-20,74.3463
2021-07-21,74.491
2021-07-22,74.4947
2021-07-23,73.6945
2021-07-24,73.7663
2021-07-25,73.87686666666667
2021-07-26,73.98743333333333
2021-07-27,74.098
2021-07-28,73.8471
2021-07-29,73.6088
2021-07-30,73.1904
2021-07-31,73.1388
2021-08-01,73.09773333333334
2021-08-02,73.05666666666667
2021-08-03,73.0156
2021-08-04,72.8724
2021-08-05,72.7857
2021-08-06,73.168
2021-08-07,73.1304
2021-08-08,73.25619999999999
2021-08-09,73.382
2021-08-10,73.5078
2021-08-11,73.5962
2021-08-12,73.9695
2021-08-13,73.5671
2021-08-14,73.4721
2021-08-15,73.44539999999999
2021-08-16,73.4187
2021-08-17,73.392
2021-08-18,73.4753
2021-08-19,73.4633
2021-08-20,74.1503
2021-08-21,74.36399999999999
2021-08-22,74.26486666666666
2021-08-23,74.16573333333332
2021-08-24,74.0666
2021-08-25,73.9465
2021-08-26,73.7428
2021-08-27,73.9908
2021-08-28,73.9866
2021-08-29,73.8492
2021-08-30,73.7118
2021-08-31,73.5744
2021-09-01,73.2781
2021-09-02,73.1912
2021-09-03,72.8491
2021-09-04,72.8545
2021-09-05,72.8876
2021-09-06,72.9207
2021-09-07,72.9538
2021-09-08,73.1909
2021-09-09,73.4421
2021-09-10,73.12899999999999
2021-09-11,72.76
2021-09-12,72.86803333333334
2021-09-13,72.97606666666667
2021-09-14,73.0841
2021-09-15,72.7171
2021-09-16,72.852
2021-09-17,72.4329
2021-09-18,72.5602
2021-09-19,72.8173
2021-09-20,73.0744
2021-09-21,73.3315
2021-09-22,73.2067
2021-09-23,72.8806
2021-09-24,72.7245
2021-09-25,73.0081
2021-09-26,72.8925
2021-09-27,72.7769
2021-09-28,72.6613
2021-09-29,72.5083
2021-09-30,72.7608
2021-10-01,72.6642
2021-10-02,72.9215
2021-10-03,72.92229999999999
2021-10-04,72.9231
2021-10-05,72.9239
2021-10-06,72.5686
2021-10-07,72.5682
2021-10-08,72.2854
2021-10-09,71.9882
2021-10-10,71.87123333333334
2021-10-11,71.75426666666667
2021-10-12,71.6373
2021-10-13,71.8801
2021-10-14,71.8577
2021-10-15,71.7846
2021-10-16,71.2371
2021-10-17,71.2152
2021-10-18,71.19330000000001
2021-10-19,71.1714
2021-10-20,70.9674
2021-10-21,71.0555
2021-10-22,70.9904
2021-10-23,70.8623
2021-10-24,70.61970000000001
2021-10-25,70.3771
2021-10-26,70.1345
2021-10-27,69.5526
2021-10-28,69.8104
2021-10-29,70.5207
2021-10-30,70.52
2021-10-31,70.70876666666666
2021-11-01,70.89753333333333
2021-11-02,71.0863
2021-11-03,71.4783
2021-11-04,71.4876
2021-11-05,71.46958
2021-11-06,71.45156
2021-11-07,71.43354
2021-11-08,71.41552
2021-11-09,71.3975
2021-11-10,71.2866
2021-11-11,70.695
2021-11-12,71.1964
2021-11-13,71.8118
2021-11-14,71.96533333333333
2021-11-15,72.11886666666668
2021-11-16,72.2724
2021-11-17,72.5553
2021-11-18,72.6241
2021-11-19,72.69290000000001
2021-11-20,72.7617
2021-11-21,72.99133333333333
2021-11-22,73.22096666666667
2021-11-23,73.4506
2021-11-24,74.8327
2021-11-25,74.3726
2021-11-26,74.6004
2021-11-27,75.5873
2021-11-28,75.38546666666667
2021-11-29,75.18363333333333
2021-11-30,74.9818
2021-12-01,74.8926
2021-12-02,73.9746
2021-12-03,74.0637
2021-12-04,73.7426
2021-12-05,73.7182
2021-12-06,73.6938
2021-12-07,73.6694
2021-12-08,74.1399
2021-12-09,73.8453
2021-12-10,73.5998
2021-12-11,73.6059
2021-12-12,73.54083333333334
2021-12-13,73.47576666666667
2021-12-14,73.4107
2021-12-15,73.4698
2021-12-16,73.851
2021-12-17,73.5708
2021-12-18,73.733
2021-12-19,73.92023333333334
2021-12-20,74.10746666666667
2021-12-21,74.2947
2021-12-22,73.8206
2021-12-23,73.7901
2021-12-24,73.3583
2021-12-25,73.1886
2021-12-26,73.1886
2021-12-27,73.1886
2021-12-28,73.2329
2021-12-29,73.4959
2021-12-30,73.6514
2021-12-31,74.2926
2022-01-01,74.2926
2022-01-02,74.2926
2022-01-03,74.2926
2022-01-04,74.2926
2022-01-05,74.2926
2022-01-06,74.2926
2022-01-07,74.2926
2022-01-08,74.2926
2022-01-09,74.2926
2022-01-10,74.2926
2022-01-11,75.1315
2022-01-12,74.8355
2022-01-13,74.5277
2022-01-14,74.5686
2022-01-15,75.7668
2022-01-16,75.7668
2022-01-17,75.7668
2022-01-18,76.0404
2022-01-19,76.3347
2022-01-20,76.8697
2022-01-21,76.4408
2022-01-22,76.6903
2022-01-23,76.6903
2022-01-24,76.6903
2022-01-25,77.3649
2022-01-26,78.6422
2022-01-27,78.9437
2022-01-28,78.947
2022-01-29,77.8174
2022-01-30,77.8174
2022-01-31,77.8174
2022-02-01,77.4702
2022-02-02,77.1302
2022-02-03,76.4849
2022-02-04,76.6501
2022-02-05,76.0509
2022-02-06,76.0509
2022-02-07,76.0509
2022-02-08,75.6806
2022-02-09,75.3042
2022-02-10,74.8015
2022-02-11,74.7241
2022-02-12,74.9867
2022-02-13,74.9867
2022-02-14,74.9867
2022-02-15,76.5762
